procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037904  50840 568364    0    0     0     0   48   60  0  0 100  0  0  0
 1  0      0 1037904  50840 568364    0    0     0     0   57   68  0  0 100  0  0  0
 1  0      0 1037904  50840 568364    0    0     0     0   40   54  0  0 100  0  0  0
 1  0      0 1037904  50848 568364    0    0     0    12   94  122  0  0 100  0  0  0
 1  0      0 1037904  50848 568364    0    0     0     0   41   56  0  0 100  0  0  0
 1  0      0 1037904  50848 568364    0    0     0     0   52   64  0  0 100  0  0  0
 1  0      0 1037904  50848 568364    0    0     0     0   35   46  0  0 100  0  0  0
 0  0      0 1037904  50848 568364    0    0     0     0   78   92  0  0 100  0  0  0
 0  0      0 1037904  50856 568356    0    0     0    12   61   89  0  0 100  0  0  0
 1  0      0 1037904  50856 568356    0    0     0     0   51   63  0  0 100  0  0  0
 1  0      0 1037904  50856 568364    0    0     0     0   41   48  0  0 100  0  0  0
 1  0      0 1037904  50856 568364    0    0     0     0  120  144  0  0 100  0  0  0
 1  0      0 1037904  50856 568364    0    0     0     0   68   87  0  0 100  0  0  0
 0  0      0 1037904  50856 568364    0    0     0     0   85  108  0  0 100  0  0  0
 1  0      0 1037904  50864 568356    0    0     0    16  312  338  0  0 100  0  0  0
 1  0      0 1037904  50864 568364    0    0     0     0  191  206  0  0 100  0  0  0
 0  0      0 1037904  50864 568364    0    0     0     0  104  120  0  0 100  0  0  0
 1  0      0 1037904  50864 568364    0    0     0     0  145  149  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037904  50864 568364    0    0     0     0   84   90  0  0 100  0  0  0
 1  0      0 1037904  50872 568356    0    0     0    12   65   80  0  0 100  0  0  0
 0  0      0 1037904  50872 568364    0    0     0     0   44   65  0  0 100  0  0  0
 1  0      0 1037904  50872 568364    0    0     0     0   75   69  0  0 100  0  0  0
 0  0      0 1037904  50872 568364    0    0     0     0   70   85  0  0 100  0  0  0
 0  0      0 1037904  50872 568364    0    0     0     0   53   64  0  0 100  0  0  0
 0  0      0 1037904  50880 568356    0    0     0    16   66   94  0  0 100  0  0  0
 1  0      0 1037904  50880 568364    0    0     0    24   88   99  0  0 100  0  0  0
 1  0      0 1037904  50880 568364    0    0     0     0   45   59  0  0 100  0  0  0
 1  0      0 1037904  50880 568364    0    0     0     0   86   92  0  0 100  0  0  0
 0  0      0 1037904  50880 568364    0    0     0     0   52   69  0  0 100  0  0  0
 1  0      0 1037904  50880 568364    0    0     0     0   83   89  0  0 100  0  0  0
 1  0      0 1037904  50888 568364    0    0     0    20   58   77  0  0 100  0  0  0
 1  0      0 1037904  50888 568364    0    0     0     0   52   64  0  0 100  0  0  0
 0  0      0 1037904  50888 568364    0    0     0     0   82   94  0  0 100  0  0  0
 1  0      0 1037904  50888 568364    0    0     0     0   94  102  0  0 100  0  0  0
 1  0      0 1037904  50888 568364    0    0     0     0   56   59  0  0 100  0  0  0
 0  0      0 1037904  50896 568356    0    0     0    24   90  113  0  0 100  0  0  0
 0  0      0 1037904  50896 568364    0    0     0     0   53   72  0  0 100  0  0  0
 0  0      0 1037904  50896 568364    0    0     0     0   93   99  0  0 100  0  0  0
 1  0      0 1037904  50896 568364    0    0     0     0   77   78  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037904  50896 568364    0    0     0     0  213  236  0  0 100  0  0  0
 0  0      0 1037520  50904 568356    0    0     0    16  298  338  0  0 100  0  0  0
 0  0      0 1037520  50904 568356    0    0     0     0  204  213  0  0 100  0  0  0
 1  0      0 1037764  50904 568368    0    0     0     0   82   92  0  0 100  0  0  0
 1  0      0 1037764  50904 568368    0    0     0     0   93  118  0  0 100  0  0  0
 1  0      0 1037764  50904 568368    0    0     0     0   47   65  0  0 100  0  0  0
 1  0      0 1037764  50912 568360    0    0     0    12  136  149  0  0 100  0  0  0
 1  0      0 1037764  50912 568368    0    0     0     0  154  165  0  0 100  0  0  0
 1  0      0 1037764  50912 568368    0    0     0     0   46   64  0  0 100  0  0  0
 0  0      0 1037764  50912 568368    0    0     0     0  120  147  0  0 100  0  0  0
 1  0      0 1037764  50912 568368    0    0     0     0   82   94  0  0 100  0  0  0
 1  0      0 1037764  50912 568368    0    0     0     0   63   68  0  0 100  0  0  0
 1  0      0 1037764  50920 568368    0    0     0    16   92  114  0  0 100  0  0  0
 1  0      0 1037764  50920 568368    0    0     0     0   86  108  0  0 100  0  0  0
 1  0      0 1037764  50920 568368    0    0     0     0  106  109  0  0 100  0  0  0
 1  0      0 1037764  50920 568368    0    0     0     0   31   45  0  0 100  0  0  0
 0  0      0 1037764  50920 568368    0    0     0     0  242  256  0  0 100  0  0  0
 0  0      0 1037764  50928 568360    0    0     0    44  287  332  0  0 100  0  0  0
 0  0      0 1037764  50928 568372    0    0     0     0  229  226  0  0 100  0  0  0
 0  0      0 1037764  50928 568372    0    0     0     0   74   84  0  0 100  0  0  0
 0  0      0 1037764  50928 568372    0    0     0     0  136  155  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037764  50928 568372    0    0     0     0   39   56  0  0 100  0  0  0
 0  0      0 1037764  50936 568364    0    0     0    20  140  168  0  0 100  0  0  0
 0  0      0 1037764  50936 568364    0    0     0     0  123  134  0  0 100  0  0  0
 1  0      0 1037764  50936 568372    0    0     0     0   51   63  0  0 100  0  0  0
 1  0      0 1037764  50936 568372    0    0     0     0   94  101  0  0 100  0  0  0
 1  0      0 1037764  50936 568372    0    0     0     0  232  232  0  0 100  0  0  0
 1  0      0 1037764  50944 568364    0    0     0    12  247  292  0  0 100  0  0  0
 1  0      0 1037764  50944 568372    0    0     0     0   66   78  0  0 100  0  0  0
 1  0      0 1037764  50944 568372    0    0     0     0  139  160  0  0 100  0  0  0
 1  0      0 1037764  50944 568372    0    0     0     0   56   64  0  0 100  0  0  0
 1  0      0 1037764  50944 568372    0    0     0     0   36   44  0  0 100  0  0  0
 1  0      0 1037764  50944 568372    0    0     0     0   51   62  0  0 100  0  0  0
 1  0      0 1037764  50952 568372    0    0     0    16  126  150  0  0 100  0  0  0
 1  0      0 1037764  50952 568372    0    0     0     0   99  106  0  0 100  0  0  0
 1  0      0 1037764  50952 568372    0    0     0     0   48   55  0  0 100  0  0  0
 0  0      0 1037764  50952 568372    0    0     0     0  133  144  0  0 100  0  0  0
 0  0      0 1037764  50952 568372    0    0     0     0   85  109  0  0 100  0  0  0
 0  0      0 1037764  50960 568364    0    0     0    12  108  141  0  0 100  0  0  0
 0  0      0 1037764  50960 568372    0    0     0     0   43   49  0  0 100  0  0  0
 1  0      0 1037764  50960 568372    0    0     0     0   46   52  0  0 100  0  0  0
 1  0      0 1037764  50960 568372    0    0     0     0   41   53  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037764  50960 568372    0    0     0     0   50   57  0  0 100  0  0  0
 0  0      0 1037764  50968 568364    0    0     0    12  100  127  0  0 100  0  0  0
 0  0      0 1037764  50968 568364    0    0     0     0   78  101  0  0 100  0  0  0
 1  0      0 1037764  50968 568376    0    0     0     0   40   58  0  0 100  0  0  0
 0  0      0 1037764  50968 568376    0    0     0     0   50   64  0  0 100  0  0  0
 0  0      0 1037764  50968 568376    0    0     0     0   30   42  0  0 100  0  0  0
 1  0      0 1037764  50976 568368    0    0     0    44   89  115  0  0 100  0  0  0
 1  0      0 1037764  50976 568376    0    0     0     0   90  110  0  0 100  0  0  0
 1  0      0 1037764  50976 568376    0    0     0     0   51   60  0  0 100  0  0  0
 1  0      0 1037764  50976 568376    0    0     0     0   35   45  0  0 100  0  0  0
 1  0      0 1037764  50976 568376    0    0     0     0   65   75  0  0 100  0  0  0
 1  0      0 1037764  50976 568376    0    0     0     0   71   91  0  0 100  0  0  0
 1  0      0 1037764  50984 568376    0    0     0    24  102  127  0  0 100  0  0  0
 0  0      0 1037764  50984 568376    0    0     0     0   49   60  0  0 100  0  0  0
 1  0      0 1037764  50984 568376    0    0     0     0   39   51  0  0 100  0  0  0
 1  0      0 1037764  50984 568376    0    0     0     0   43   60  0  0 100  0  0  0
 1  0      0 1037764  50984 568376    0    0     0     0   72   92  0  0 100  0  0  0
 0  0      0 1037764  50992 568368    0    0     0    12   63   80  0  0 100  0  0  0
 1  0      0 1037764  50992 568376    0    0     0     0   71   93  0  0 100  0  0  0
 1  0      0 1037764  50992 568376    0    0     0     0  111  124  0  0 100  0  0  0
 1  0      0 1037764  50992 568376    0    0     0     0   50   59  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037764  50992 568376    0    0     0     0   73   87  0  0 100  0  0  0
 1  0      0 1037764  51000 568368    0    0     0    12  154  165  0  0 100  0  0  0
 1  0      0 1037764  51000 568376    0    0     0     0   78   98  0  0 100  0  0  0
 0  0      0 1037764  51000 568376    0    0     0     0   61   75  0  0 100  0  0  0
 1  0      0 1037764  51000 568376    0    0     0     0   92   97  0  0 100  0  0  0
 1  0      0 1037764  51000 568376    0    0     0     0  161  174  0  0 100  0  0  0
 1  0      0 1037764  51008 568368    0    0     0    16   92  122  0  0 100  0  0  0
 1  0      0 1037764  51008 568376    0    0     0     0   65   74  0  0 100  0  0  0
 1  0      0 1037764  51008 568376    0    0     0     0  106  125  0  0 100  0  0  0
 1  0      0 1037764  51008 568376    0    0     0     0   81   96  0  0 100  0  0  0
 1  0      0 1037764  51008 568376    0    0     0     0   41   58  0  0 100  0  0  0
 0  0      0 1037764  51008 568376    0    0     0     4  101  115  0  0 100  0  0  0
 0  0      0 1037764  51016 568376    0    0     0    12   63   88  0  0 100  0  0  0
 1  0      0 1037764  51016 568376    0    0     0     0   45   63  0  0 100  0  0  0
 1  0      0 1037764  51016 568376    0    0     0     0   37   52  0  0 100  0  0  0
 1  0      0 1037764  51016 568376    0    0     0     0   88  101  0  0 100  0  0  0
 1  0      0 1037764  51016 568376    0    0     0    12   82  103  0  0 100  0  0  0
 1  0      0 1037764  51024 568368    0    0     0    12   94  128  0  0 100  0  0  0
 1  0      0 1037764  51024 568376    0    0     0     0   36   51  0  0 100  0  0  0
 1  0      0 1037764  51024 568376    0    0     0     0   62   73  0  0 100  0  0  0
 1  0      0 1037764  51024 568376    0    0     0     0   63   82  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037764  51024 568376    0    0     0     0  149  185  0  0 100  0  0  0
 1  0      0 1037764  51032 568368    0    0     0    12   71   98  0  0 100  0  0  0
 1  0      0 1037764  51032 568368    0    0     0     0   63   74  0  0 100  0  0  0
 0  0      0 1037764  51032 568376    0    0     0     0  179  204  0  0 100  0  0  0
 0  0      0 1037764  51032 568380    0    0     0     0 1188 1365  0  0 100  0  0  0
 0  0      0 1037764  51032 568380    0    0     0     0 1077 1249  0  0 100  0  0  0
 0  0      0 1037764  51040 568372    0    0     0    12 1091 1189  0  0 100  0  0  0
 0  0      0 1038232  51040 568380    0    0     0     0 1112 1330  0  0 99  0  0  0
 0  0      0 1038232  51040 568380    0    0     0     0 1122 1311  0  0 100  0  0  0
 0  0      0 1038232  51040 568380    0    0     0     0 1265 1495  0  0 100  0  0  0
 0  0      0 1037980  51040 568480    0    0   128     0 1343 1507  0  1 98  1  0  0
 0  0      0 1037980  51040 568508    0    0     0     0 1495 1562  4  0 96  0  0  0
 0  0      0 1037728  51096 568464    0    0    60    32 1488 1598  0  1 99  0  0  0
 0  0      0 1037624  51140 569744    0    0  1228     4 1219 1318  0  1 97  2  0  0
 0  0      0 1037644  51140 569756    0    0     0     0 1198 1390  0  0 100  0  0  0
 0  0      0 1037644  51140 569808    0    0    56     0 1688 1565  4  1 95  0  0  0
 0  0      0 1037644  51140 569884    0    0   152    16 1903 1890  0  1 98  1  0  0
 0  0      0 1037644  51148 569972    0    0     0   104  874  926  0  0 100  0  0  0
 0  0      0 1037644  51148 569972    0    0     0     0  540  553  0  0 100  0  0  0
 1  0      0 1037644  51156 569964    0    0     0    24 1298 1435  0  1 99  0  0  0
 1  0      0 1037644  51156 569972    0    0     0     0 1174 1415  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037644  51156 569972    0    0     0     4  984 1386  0  0 100  0  0  0
 0  0      0 1037644  51156 569972    0    0     0     0 1105 1335  0  0 100  0  0  0
 0  0      0 1037644  51156 570016    0    0    44     0 1119 1457  0  1 99  0  0  0
 0  0      0 1037644  51164 570008    0    0     0   112 1032 1244  0  0 99  0  0  0
 0  0      0 1037644  51164 570016    0    0     0     0  783 1000  0  0 100  0  0  0
 1  0      0 1037644  51164 570016    0    0     0    24  112  116  0  0 100  0  0  0
 0  0      0 1037644  51164 570016    0    0     0     0   49   58  0  0 100  0  0  0
 1  0      0 1037644  51164 570016    0    0     0     0   48   60  0  0 100  0  0  0
 1  0      0 1037644  51172 570008    0    0     0    32  268  297  0  0 100  0  0  0
 1  0      0 1037644  51172 570016    0    0     0     0  111  132  0  0 100  0  0  0
 1  0      0 1037644  51172 570016    0    0     0     0  277  302  0  0 100  0  0  0
 1  0      0 1037644  51172 570016    0    0     0     0  160  182  0  0 100  0  0  0
 0  0      0 1037644  51172 570016    0    0     0     0  121  141  0  0 100  0  0  0
 1  0      0 1037644  51172 570016    0    0     0    72  140  162  0  0 100  0  0  0
 1  0      0 1037644  51180 570016    0    0     0    12  108  129  0  0 100  0  0  0
 1  0      0 1037644  51180 570016    0    0     0     0  223  244  0  0 100  0  0  0
 1  0      0 1037644  51180 570016    0    0     0     0  156  181  0  0 100  0  0  0
 0  0      0 1037644  51180 570016    0    0     0     0  170  188  0  0 100  0  0  0
 0  0      0 1037644  51180 570016    0    0     0     0  161  162  0  0 100  0  0  0
 0  0      0 1037644  51188 570008    0    0     0    24  163  184  0  0 100  0  0  0
 1  0      0 1037644  51188 570008    0    0     0     0   58   78  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037644  51188 570016    0    0     0     0   56   73  0  0 100  0  0  0
 0  0      0 1037644  51188 570016    0    0     0     0   42   54  0  0 100  0  0  0
 0  0      0 1037644  51188 570016    0    0     0    80 1123 1237  0  0 99  0  0  0
 0  0      0 1037644  51196 570008    0    0     0    16 1195 1346  0  0 100  0  0  0
 0  0      0 1037644  51196 570016    0    0     0     0 1046 1314  0  0 100  0  0  0
 0  0      0 1037644  51196 570016    0    0     0    48 1084 1342  0  1 99  0  0  0
 0  0      0 1037644  51196 570044    0    0     0    60 1189 1391  0  0 100  0  0  0
 0  0      0 1037644  51196 570044    0    0     0     0 1433 1585  1  2 98  0  0  0
 0  0      0 1037644  51204 570040    0    0     0    76  945 1308  0  0 99  0  0  0
 0  0      0 1037644  51204 570048    0    0     0     0 1049 1368  0  0 100  0  0  0
 0  0      0 1037644  51204 570048    0    0     0    28 1134 1421  0  0 100  0  0  0
 1  0      0 1037420  51204 570240    0    0     0     0 1133 1388  0  1 98  0  0  0
 0  0      0 1037420  51204 570240    0    0     0   156 1166 1408  0  0 100  0  0  0
 0  0      0 1037420  51204 570240    0    0     0     0 1032 1155  0  0 100  0  0  0
 2  0      0 1037420  51212 570240    0    0     0    76 1075 1431  0  1 99  0  0  0
 0  0      0 1037420  51212 570240    0    0     0    24 1016 1275  0  0 100  0  0  0
 1  0      0 1037420  51212 570240    0    0     0     0   75   98  0  0 100  0  0  0
 0  0      0 1037420  51212 570240    0    0     0     0   68   86  0  0 100  0  0  0
 0  0      0 1037420  51212 570240    0    0     0     0  805  921  0  1 100  0  0  0
 0  0      0 1037420  51220 570232    0    0     0    60 1167 1313  0  0 100  0  0  0
 0  0      0 1037420  51220 570240    0    0     0     0 1100 1342  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037420  51220 570240    0    0     0     0  966 1072  0  0 100  0  0  0
 0  0      0 1037168  51220 570272    0    0     0    48 1205 1322  1  1 99  0  0  0
 0  0      0 1037168  51220 570272    0    0     0    76 1045 1328  0  0 100  0  0  0
 1  0      0 1037168  51228 570264    0    0     0    84 1056 1338  0  0 99  0  0  0
 0  0      0 1037168  51228 570272    0    0     0     0 1098 1254  0  0 100  0  0  0
 0  0      0 1037168  51228 570272    0    0     0     0  848 1209  0  0 99  0  0  0
 0  0      0 1037168  51228 570272    0    0     0     0 1040 1295  0  0 100  0  0  0
 0  0      0 1037168  51228 570272    0    0     0     0 1234 1460  0  0 100  0  0  0
 0  0      0 1037168  51236 570264    0    0     0    24 1083 1222  0  0 100  0  0  0
 0  0      0 1037168  51236 570272    0    0     0     0  897 1085  0  1 100  0  0  0
 1  0      0 1037168  51236 570272    0    0     0     0  243  295  0  0 100  0  0  0
 0  0      0 1037168  51236 570272    0    0     0     0  118  126  0  0 100  0  0  0
 0  0      0 1037168  51236 570272    0    0     0    76  127  153  0  0 100  0  0  0
 0  0      0 1037168  51236 570272    0    0     0     0   61   66  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0    12   60   86  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0     0   55   71  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0     0   77   83  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0     0   84   98  0  0 100  0  0  0
 1  0      0 1037168  51244 570272    0    0     0    76   95  135  0  0 100  0  0  0
 0  0      0 1037168  51252 570264    0    0     0    12  606  768  0  0 100  0  0  0
 0  0      0 1037168  51252 570272    0    0     0     0 1194 1413  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037168  51252 570272    0    0     0     0  994 1343  0  0 100  0  0  0
 0  0      0 1037168  51252 570272    0    0     0     0 1104 1308  0  0 100  0  0  0
 0  0      0 1037168  51252 570272    0    0     0     0 1068 1292  0  0 100  0  0  0
 0  0      0 1037168  51260 570264    0    0     0    12 1002 1374  0  0 100  0  0  0
 0  0      0 1037168  51260 570272    0    0     0    12  884 1199  0  0 100  0  0  0
 0  0      0 1037168  51260 570272    0    0     0     0  905 1183  0  0 100  0  0  0
 1  0      0 1037168  51260 570272    0    0     0     0  165  170  0  0 100  0  0  0
 1  0      0 1037168  51260 570272    0    0     0     0   70   73  0  0 100  0  0  0
 0  0      0 1037168  51260 570272    0    0     0     0   50   69  0  0 100  0  0  0
 0  0      0 1037168  51268 570264    0    0     0    12   58   86  0  0 100  0  0  0
 1  0      0 1037168  51268 570276    0    0     0     0   93  107  0  0 100  0  0  0
 1  0      0 1037168  51268 570276    0    0     0     0   78   79  0  0 100  0  0  0
 1  0      0 1037168  51268 570276    0    0     0     0   43   51  0  0 100  0  0  0
 0  0      0 1037168  51268 570276    0    0     0     0   94  111  0  0 100  0  0  0
 0  0      0 1037168  51276 570268    0    0     0    12  140  160  0  0 100  0  0  0
 0  0      0 1037168  51276 570268    0    0     0     0   34   48  0  0 100  0  0  0
 1  0      0 1037168  51276 570276    0    0     0     0   88  103  0  0 100  0  0  0
 1  0      0 1037168  51276 570276    0    0     0     0   35   54  0  0 100  0  0  0
 1  0      0 1037168  51276 570276    0    0     0     0  100  117  0  0 100  0  0  0
 1  0      0 1037168  51284 570268    0    0     0    12   85  104  0  0 100  0  0  0
 1  0      0 1037168  51284 570276    0    0     0     0  148  162  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037168  51284 570276    0    0     0     0   81   95  0  0 100  0  0  0
 0  0      0 1037168  51284 570276    0    0     0     0   53   64  0  0 100  0  0  0
 1  0      0 1037168  51284 570276    0    0     0     0   19   26  0  0 100  0  0  0
 1  0      0 1037168  51284 570276    0    0     0     0   51   61  0  0 100  0  0  0
 1  0      0 1037168  51292 570276    0    0     0    12  104  127  0  0 100  0  0  0
 1  0      0 1037168  51292 570276    0    0     0     0   57   65  0  0 100  0  0  0
 1  0      0 1037168  51292 570276    0    0     0     0   50   53  0  0 100  0  0  0
 0  0      0 1037168  51292 570276    0    0     0     0   45   59  0  0 100  0  0  0
 0  0      0 1037168  51292 570276    0    0     0     0   50   59  0  0 100  0  0  0
 1  0      0 1037168  51300 570268    0    0     0    16  113  135  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0     0   41   54  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0     0   49   62  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0     0   43   53  0  0 100  0  0  0
 1  0      0 1037168  51300 570276    0    0     0     0   55   63  0  0 100  0  0  0
 1  0      0 1037168  51308 570268    0    0     0    44  130  154  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0     0  103  121  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0     0   46   64  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0     0   58   66  0  0 100  0  0  0
 1  0      0 1037168  51308 570276    0    0     0     0   42   52  0  0 100  0  0  0
 0  0      0 1037168  51308 570276    0    0     0     0   80   98  0  0 100  0  0  0
 0  0      0 1037168  51316 570276    0    0     0    12  103  128  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 0  0      0 1037168  51316 570276    0    0     0     0   58   65  0  0 100  0  0  0
 1  0      0 1037168  51316 570276    0    0     0     0   32   44  0  0 100  0  0  0
 1  0      0 1037168  51316 570276    0    0     0     0   44   56  0  0 100  0  0  0
 0  0      0 1037168  51316 570276    0    0     0     0  103  121  0  0 100  0  0  0
 1  0      0 1037168  51324 570268    0    0     0    12   87  111  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0     0   52   61  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0     0   50   59  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0     0   39   57  0  0 100  0  0  0
 1  0      0 1037168  51324 570276    0    0     0     0  137  152  0  0 100  0  0  0
 1  0      0 1037168  51332 570268    0    0     0    12   88  112  0  0 100  0  0  0
 1  0      0 1037168  51332 570280    0    0     0     0   53   67  0  0 100  0  0  0
 1  0      0 1037168  51332 570280    0    0     0     0   37   54  0  0 100  0  0  0
 0  0      0 1037168  51332 570280    0    0     0     0   60   73  0  0 100  0  0  0
 0  0      0 1037168  51332 570280    0    0     0     0   79   88  0  0 100  0  0  0
 0  0      0 1037168  51332 570280    0    0     0     0   47   59  0  0 100  0  0  0
 0  0      0 1037168  51340 570272    0    0     0    12   85  118  0  0 100  0  0  0
 1  0      0 1037168  51340 570280    0    0     0     0   58   62  0  0 100  0  0  0
 1  0      0 1037168  51340 570280    0    0     0     0  104  105  0  0 100  0  0  0
 1  0      0 1037168  51340 570280    0    0     0     0  112  130  0  0 100  0  0  0
 0  0      0 1037168  51340 570280    0    0     0    12   60   86  0  0 100  0  0  0
 1  0      0 1037168  51348 570272    0    0     0    12   74   92  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1037168  51348 570280    0    0     0     0   42   50  0  0 100  0  0  0
 0  0      0 1037168  51360 570268    0    0     8    56  915 1111  1  1 99  0  0  0
 0  0      0 1037168  51360 570332    0    0     0     0 1132 1315  0  0 100  0  0  0
 0  0      0 1037168  51360 570332    0    0     0    24 1116 1498  0  1 100  0  0  0
 1  0      0 1037168  51368 570324    0    0     0   124 1164 1495  0  0 99  0  0  0
 0  0      0 1037168  51368 570336    0    0     0     0 1317 1589  0  0 100  0  0  0
 0  0      0 1037168  51368 570336    0    0     0    28 1158 1382  0  1 100  0  0  0
 0  0      0 1036944  51368 570336    0    0     0     0 1458 1608  3  1 96  0  0  0
 0  0      0 1036944  51368 570336    0    0     0     0 1411 1540  1  1 99  0  0  0
 0  0      0 1036944  51376 570336    0    0     0    60 1048 1093  1  1 98  0  0  0
 1  0      0 1036944  51376 570336    0    0     0     0  139  193  0  0 100  0  0  0
 0  0      0 1036944  51376 570336    0    0     0     0 1206 1366  0  0 100  0  0  0
 0  0      0 1036944  51376 570336    0    0     0     4 1362 1484  0  0 100  0  0  0
 0  0      0 1036944  51376 570336    0    0     0     0 1160 1370  0  0 100  0  0  0
 0  0      0 1036944  51384 570328    0    0     0    40 1261 1597  0  1 99  0  0  0
 0  0      0 1036944  51384 570336    0    0     0     0  669  856  0  0 100  0  0  0
 1  0      0 1036944  51384 570336    0    0     0     0   39   52  0  0 100  0  0  0
 1  0      0 1036944  51384 570336    0    0     0     0  179  178  0  0 100  0  0  0
 1  0      0 1036976  51384 570336    0    0     0     0  165  172  0  0 100  0  0  0
 1  0      0 1036976  51392 570336    0    0     0    12   81  102  0  0 100  0  0  0
 1  0      0 1036976  51392 570336    0    0     0     0   34   50  0  0 100  0  0  0
procs -----------memory---------- ---swap-- -----io---- -system-- -------cpu-------
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st gu
 1  0      0 1036976  51392 570336    0    0     0     0   42   55  0  0 100  0  0  0
 1  0      0 1036976  51392 570336    0    0     0     0   76   92  0  0 100  0  0  0
 0  0      0 1036976  51392 570336    0    0     0     0  105  108  0  0 100  0  0  0
 0  0      0 1036976  51392 570336    0    0     0     0   42   49  0  0 100  0  0  0
 0  0      0 1036976  51400 570336    0    0     0    12   61   89  0  0 100  0  0  0
 0  0      0 1036976  51400 570336    0    0     0     0   44   57  0  0 100  0  0  0
 0  0      0 1036976  51400 570336    0    0     0     0  148  153  0  0 100  0  0  0
 0  0      0 1036976  51400 570336    0    0     0     0  100  111  0  0 100  0  0  0
 0  0      0 1036976  51400 570336    0    0     0     0   70   86  0  0 100  0  0  0
 0  0      0 1036976  51408 570328    0    0     0   128  152  198  0  0 100  0  0  0
 0  0      0 1036976  51408 570336    0    0     0     0   70   75  0  0 100  0  0  0
 0  0      0 1036976  51408 570340    0    0     0     0  183  185  0  0 100  0  0  0
 0  0      0 1036976  51408 570340    0    0     0     0 1120 1322  0  0 100  0  0  0
 0  0      0 1036976  51408 570340    0    0     0    24 1005 1202  0  0 100  0  0  0
 0  0      0 1036976  51416 570340    0    0     0    24  678  868  0  0 100  0  0  0
 0  0      0 1036976  51416 570340    0    0     0     0  781  911  0  0 100  0  0  0
 0  0      0 1036976  51416 570340    0    0     0     0  189  203  0  0 100  0  0  0
 0  0      0 1036976  51416 570340    0    0     0     0 1081 1371  0  0 100  0  0  0
 0  0      0 1036976  51416 570340    0    0     0     0 1052 1271  0  0 100  0  0  0
 0  0      0 1036976  51424 570332    0    0     0    12 1116 1432  0  0 100  0  0  0
